question,answer,false_answer
Of what does the usual base of a Florentine biscuit consist?,Operation: ZERO; Operation: C.A.N.N.O.N.; Operation: A.R.C.H.I.V.E./Operation: S.L.U.M.B.E.R.; S.H.A.V.E.; Codename: Kids Next Door episodes (season 6); Operation: R.A.I.N.B.O.W.S.; Operation: C.R.I.M.E./Operation: P.A.R.T.Y.; Operation: T.R.E.A.T.Y.; Operation: T.U.R.N.I.P.; List of Codename: Kids Next Door episodes Season 1; C.H.A.D.; List of Codename: Kids Next Door episodes Season 3; List of Codename: Kids Next Door episodes Season 4; List of Codename: Kids Next Door episodes Season 5; Operation: D.O.G.F.I.G.H.T./Operation: T.R.I.P.; Operation: I.-S.C.R.E.A.M./Operation: C.A.N.N.O.N.; U.T.O.P.I.A.; Operation: I. N. T. E. R. V. I. E. W. S.; M.A.T.A.D.O.R.; Operation: L.O.V.E./Operation: C.O.U.C.H.; Operation: N.O.-P.O.W.U.H./Operation: T.E.E.T.H.; Operation: N.A.U.G.H.T.Y. (Codename: Kids Next Door); Operation: C.A.K.E.D.-F.O.U.R.; Operation: C.O.U.C.H.; Operation: S.P.A.N.K./Operation: D.A.T.E.; Operation: L.I.C.E./Operation: L.I.Z.Z.I.E.; List of Codename: Kids Next Door episodes (Season 4); F.A.S.T.-F.O.O.D.; Operation: C.A.K.E.D. (Kids Next Door); Operation: E.L.E.C.T.I.O.N.S.; Operation: I N T E R V I E W S; Operation: P.I.N.K.E.Y.E./Operation: K.A.S.T.L.E.; Operation: B.U.L.L.I.E.S./Operation: F.I.S.H.Y.; Operation: C.A.K.E.D.; Codename: Kids Next Door episodes (season 5); Operation interviews; Operation: L.I.C.O.R.I.C.E./Operation: H.O.M.E.; Operation: R.E.C.R.U.I.T./Operation: D.A.D.D.Y.; M.A.C.A.R.R.O.N.I.; Operation: O.F.F.I.C.E./Operation: A.R.C.T.I.C.; Operation: P.R.E.S.I.D.E.N.T./Operation: H.O.S.P.I.T.A.L.; Operation: T.H.E.-S.H.O.G.U.N./Operation: C.O.L.L.E.G.E.; Operation: T.E.E.T.H.; Operation: D.U.C.K.Y./Operation: D.I.A.P.E.R.; List of Season 3 episodes in Codename: Kids Next Door; Operation: T.H.E.-F.L.Y./Operation: P.O.I.N.T.; Operation: C.A.K.E.D.-T.H.R.E.E./Operation: L.O.C.K.D.O.W.N.; Operation: F.O.O.D.F.I.T.E./Operation: C.L.U.E.S.; List of Season 4 Codename: Kids Next Door episodes; Operation: Z.E.R.O; Operation: C.A.N.Y.O.N./Operation: H.O.L.I.D.A.Y.; Op. No %22P%22 in the OOL; Operation: T.O.M.M.Y./Operation: C.H.A.D.; Operation: Z.O.O.; Operation: B.E.A.C.H./Operation: U.N.D.E.R.C.O.V.E.R.; Operation: U.T.O.P.I.A./Operation: R.O.B.B.E.R.S.; Operation: A.R.C.T.I.C.; List of Codename: Kids Next Door episodes (Season 5); Codename: Kids Next Door (season 2); Operation: O.F.F.I.C.E.; Operation: C.A.R.A.M.E.L./Operation: M.O.O.N.; C.A.K.E.D.-T.H.R.E.E.; List of selected Codename: Kids Next Door episodes; Operation Zero; Operation: Z E R O; Codename: Kids Next Door episodes (season 4); List of Season 1 episodes in Codename: Kids Next Door; Operation: S.I.T.T.E.R./Operation: S.A.T.U.R.N.; No P in the OOL; Operation: L.I.C.E.; List of Codename: Kids Next Door episodes Season 2; Operation: S.P.I.N.A.C.H./Operation: M.E.S.S.A.G.E.; Operation: E.N.D.; Book of KND; C.A.K.E.D.-T.W.O.; Operation: S.C.I.E.N.C.E./Operation: A.M.I.S.H.; Codename: Kids Next Door (season 5); Operation: D.O.D.G.E.B.A.L.L./Operation: F.E.R.A.L.; CHOCOLATE; Operation: C.A.B.L.E.-T.V.; Operation: H.U.G.S./Operation: J.E.W.E.L.S.; Operation: C.H.A.D.; List of Season 2 episodes in Codename: Kids Next Door; Codename: Kids Next Door: The Movie; Operation: T.R.I.C.Y.C.L.E.; List of Season 5 episodes in Codename: Kids Next Door; C.H.O.C.O.L.A.T.E.; Operation: S.A.F.E.T.Y.; Operation: L.I.Z.Z.I.E.; Operation: P.I.A.N.O./Operation: Z.O.O.; List of episodes in Codename: Kids Next Door; Operation: R.A.B.B.I.T./Operation: F.L.U.S.H.; Operation: U.N.C.O.O.L.; Q.U.I.E.T.; Operation: L U N C H /Operation: M U N C H I E S; G.R.O.W.-U.P.; Operation: F.U.T.U.R.E. (Codename: Kids Next Door); Operation: T.O.M.M.Y.; Operation: R.E.C.E.S.S./Operation: H.A.M.S.T.E.R.; N.O.-P.O.W.U.H.; Operation: F.U.T.U.R.E. (Kids Next Door); Operation: C.R.I.M.E./Opeartion: P.A.R.T.Y.; P.I.N.K.E.Y.E.; Codename: Kids Next Door episodes (season 3); Codename: Kids Next Door (season 4); Operation: C.A.K.E.D.-F.I.V.E.; Codename: Kids Next Door: Operation: Z.E.R.O.; H.O.U.N.D.; Operation: M.A.U.R.I.C.E.; Operation: I.T.; Operation: B.U.T.T./Operation: T.R.A.I.N.I.N.G.; Op M.A.U.R.I.C.E.; K.N.O.T.; Operation: G.H.O.S.T./Operation: F.U.G.I.T.I.V.E.; Operation: Z.E.R.O.; L.E.A.D.E.R.; Operation: B.R.E.A.K.U.P./Operation: S.A.F.A.R.I.; List of Season 2 KND missions; Operation: G.R.O.W.-U.P.; Operation: I.-S.C.R.E.A.M.; Operation: T.R.I.C.K.Y./Operation: U.N.C.O.O.L.; Operation: P.I.R.A.T.E./Operation: C.O.W.G.I.R.L.; Operation: P.L.A.N.E.T./Operation: D.O.G.H.O.U.S.E.; Codename: Kids Next Door episodes (season 2); Operation: S.P.R.O.U.T./Operation: H.O.U.N.D.; Op. P.O.O.L.; Operation: C.A.T.S./Operation: P.O.P.; Operation: S.N.O.W.I.N.G.; Operation: P.O.O.L.; Operation: C.A.B.L.E.-T.V./Operation: C.A.M.P.; List of Season 4 KND missions; Operation: R.E.P.O.R.T./Operation: B.R.I.E.F.; Codename: Kids Next Door season 1; Operation: N.O.-P.O.W.U.H.; Codename: Kids Next Door season 2; Operation: T.R.I.K.E.; Operation: F.O.U.N.T.A.I.N.; Codename: Kids Next Door season 3; Codename: Kids Next Door season 4; Codename: Kids Next Door season 5; Operation: C.H.O.C.O.L.A.T.E./Operation: M.A.T.A.D.O.R.; D.O.G.F.I.G.H.T.; List of 30-minute episodes in Codename: Kids Next Door; Operation: S.N.O.W.I.N.G. (Codename: Kids Next Door); Operation: INTERVIEWS; Operation: H.O.T.S.T.U.F.F./Operation: M.I.S.S.I.O.N.; Operation: T.H.E.-F.L.Y.; Operation: M.O.V.I.E./Operation: F.A.S.T.-F.O.O.D.; P.R.E.S.I.D.E.N.T.; Operation: C.A.M.P.; Codename: Kids Next Door (season 3); Operation: C.A.K.E.D.-T.W.O./Operation: S.P.A.C.E.; Operation: Z. E. R. O.; Operation: P.I.A.N.O.; Operation: C.L.O.W.N./Operation: S.P.A.N.K.E.N.S.T.I.N.E.; List of Season 3 KND missions; Codename: Kids Next Door episodes (season 1); C.A.K.E.D.-F.I.V.E.; C.O.L.L.E.G.E.; Codename: Kids Next Door (season 6); List of Season 4 episodes in Codename: Kids Next Door; Operation: V.I.R.U.S./Operation: O.U.T.B.R.E.A.K.; List of Codename: Kids Next Door episodes (Season 1); Operation: W.H.I.T.E.-H.O.U.S.E.; MACARRONI; Operation: LUNCH /Operation: MUNCHIES; C.A.N.N.O.N.; List of Codename: Kids Next Door episodes; Operation: P.I.R.A.T.E.; Operation: G.I.R.L.F.R.I.E.N.D.; Operation: E.N.G.L.A.N.D./Operation: A.W.A.R.D.S.; Operation: N.U.G.G.E.T./Operation: M.A.C.A.R.R.O.N.I.; S.L.U.M.B.E.R.; Operation: A.F.L.O.A.T./Operation: L.E.A.D.E.R.; Operation: L.U.N.C.H./Operation: M.U.N.C.H.I.E.S.; Operation: C.O.W.G.I.R.L.; Operation Z.E.R.O.; Operation: S.U.P.P.O.R.T./Operation: T.A.P.I.O.C.A.; M.U.N.C.H.I.E.S.; Operation: C.A.K.E.D. (Codename: Kids Next Door); Operation: B.R.I.D.G.E./Operation: S.I.X.; Codename kids next door: The movie; P.O.O.L.; Codename: Kids Next Door (season 1); Operation: couch; Op. M.A.U.R.I.C.E.; Operation: F.L.A.V.O.R./Operation: K.I.S.S.; Operation: R.O.B.B.E.R.S.; List of Season 1 episodes Codename: Kids Next Door; List of Season 5 KND missions; Operation: K.N.O.T./Operation: C.L.O.S.E.T.; Operation: S.H.A.V.E./Operation: O.O.M.P.P.A.H.; Operation: F.U.T.U.R.E.; Operation: P.O.O.L. (Codename: Kids Next Door); Operation: P.O.I.N.T.; Operation: M.I.N.I.-G.O.L.F.; List of Season Two episodes in Codename: Kids Next Door; Operation: L. U. N. C. H. /Operation: M. U. N. C. H. I. E. S.; Operation: C.R.I.M.E./Operartion: P.A.R.T.Y.; Operation: I.N.T.E.R.V.I.E.W.S.; Operation: G.R.A.D.U.A.T.E.S.; Operation: T.R.I.C.K.Y.; L.I.C.O.R.I.C.E.; List of Season 1 KND missions; Operation: N.A.U.G.H.T.Y. (Kids Next Door); List of Codename: Kids Next Door episodes (Season 3); Codename: Kids Next Door episodes; Operation: D.A.D.D.Y.; Operation: M.A.U.R.I.C.E. (Codename: Kids Next Door); List of Codename: Kids Next Door episodes (Season 2); Operation: Q.U.I.E.T.; L.O.C.K.D.O.W.N.; Long John Licorice; Operation: N.A.U.G.H.T.Y.; Operation: Q.U.I.E.T./Operation: R.A.I.N.B.O.W.S.; J.E.W.E.L.S.; Operation: E.N.G.L.A.N.D.; Operation: T.U.R.N.I.P./Operation: M.I.N.I.-G.O.L.F.,Almond paste
"What is the name of the parson mentioned in the lyrics of the Christmas carol ""Winter Wonderland""?",Orangeish blacks; Light brown; Orangeish black; Black oranges; Blackish-oranges; Black-oranges; Orangeish-black; Orangeblack; Orange-black; Orangeish-blacks; Brownest; Brownishly; Blackish orange; Brown; List of terms associated with the color brown; Orange-blacks; Blackish oranges; Orangeishblacks; Brownness; Orangeishblack; Orangish-blacks; Orangish blacks; Pale Sandy Brown; Blackish-orange; Orangishblack; Blackorange; Brownishness; Blackishoranges; Brownish; Orangish-black; Black orange; Orangish black; Pullman brown; Blackishorange; Orange blacks; Brown (colour); Black-orange; Blackoranges; Orangishblacks; Dark brown; Brown (color); Reddish brown; Orangeblacks; Brownly; Orange black,Parson Brown
What is the term for a person whose body doesn't produce melanin?,"Human albino; Albinistic animals; Albinoism; Albinistics; Amelanotic; Albinotically; Albinoidism; Human albinos; Albinoes; Animals with albinism; Albinesses; Oculocutaneous albinism, tyrosinase positive; Albino humans; Albinism (human); Hypomelanistic; Human hypomelanosis; The Albino; Amelanoid; Albino human; Albinistic person; Albinistic; Persons with albinism; Amelanists; Albinotic; Forsius-Eriksson ocular albinism; Human hypomelanism; Albinistic animal; Albino (color); Hypomelanic; Albino; Achromia; People with albinism; Ocular Albinism; Hypomelanoses; Albino persons; Albinism; Albanism; Hypomelanism; Albinisms; Hypomelanosis; Albino people; Albinally; Albinist; Albino person; List of albinos; Albinistically; Achromasias; Albino animals; Humans with albinism; Albinos; Hypomelanics; Hypomelanoid; Albinism in humans; Person with albinism; Albinistic human; Albinistic humans; Achromatosis; Partial albinism; Albinal; Hypomelanoids; Albinists; Hypomelanotic disorder; Albinotical; Achromasia; Albinistic persons; Oculocutaneous albinism type 2; Oculocutaneous albinism type 3; Hypomelanist; Albino lions; Albinistic people; Lack of skin pigment; Albinically; Human albinism; Albiness; Albino animal; Albinic; Animal with albinism; Albino lion; Human with albinism; Albinism, ocular; Amelanist",Albino
"Which radio comedian's catchphrase was """"daft as a brush""""?",KEN PLATT; Ken Platt,Jimmy Clitheroe
What is the name given to the triangular savoury Indian pasties filled with meat or vegetables and seasoned with herbs and spices,Sambusac; Singoda; Samboosa; Samosa; Sambosa; Samsy; Sambusak; Samoosa; Samboosak; Chamucas; Samusa; Simbusak; Shingara; Sambousa; Samosas; Chamuça; Chamuças; Sambusa; Sumsa; Somucha; Somsa,Samosa
What number in Bingo is sometimes referred to as Heinz varieties?,57; fifty-seven,57
Which European city has the world’s oldest stock exchange formed in 1602?,"Classis of Amsterdam; Capital of Holland; Amsterdam, Holland; UN/LOCODE:NLAMS; NLAMS; Amsterdam (Netherlands); Geography of Amsterdam; Amesterdam; Amsterdam, North Holland; Capitals of the Netherlands; Amsterdam; Amsterdam, Noord Holland; Ámsterdam; Amsterdam, The Netherlands; Amsterdam, Netherlands; Ampsterdam",Amsterdam
Which war veteran was Director of News & Special Events for ABC before find fame as a TV cop?,Thomas William %22Tom%22 Selleck; Thomas Selleck; Thomas William Selleck; Tom selleck; Tom Selleck,Telly Savalas
"August 14, 1951 saw the death of the man on whom the movie Citizen Kane was based. Who was it?","William R. Hearst; William Randolph Hearst; Randolph Hearst; Beverly House; W. R. Hearst; William Randolph Herst; William Randolph Hearst I; Bill Hearst; William Randolf Hearst; William Randolph Hearst, Sr.; William Randoph Hearst; William Randolph Hurst; William Randolph Hear$t",William Randolph Hearst
"In the song """"The Twelve Days of Christmas"""", what were there five of?",Gold rings,Golden Rings
In which country did the Battle of El Alamein take place?,EGY; Arab Republic of Egypt; A .R . EGYPT; The Arab Republic of Egypt; Eygpt; Etymology of Egypt; مصر; Kemmet; Gift of the Nile; Arab Republic Of Egypt; Names of Egypt; Miṣr; A .R . Egypt; Eytp; National identity of Egyptians; Jumhuriyat Misr al'Arabiyah; Eypt; Egyptian Republic; Ejipt; Name of Egypt; Egipto; Kimet; جمهوريّة مصرالعربيّة; Egypte; Egypt (name); Egypt; جمهورية مصرالعربية; A.R. Egypt; Republic of Eygpt; Égypte; Second Egyptian Republic; Egipt; ISO 3166-1:EG; Egypt info,Libya
What colour jumper does fictional character Rupert the Bear wear?,"Red (colour); Rgb(255, 0, 0); Incarnadining; Rauður; Incarnadine; Red (political adjective); FF0000; Red Movement; Red; Red (Colour); Reddeners; Reddest; Reddened; Redishly; Firebrick red; Reddens; Reddener; Color red; Reddishness; Redly; Aztec red; Red (color); (255, 0, 0); Raudur; Color/red; Redest; Redishness; Incarnadined; Incarnadines; Reddishly; List of terms associated with the color red; Redness",Yellow
What was the name of the sixth studio album released by Prince and the Revolution in June of 1984?,Purple RAIN; Purple Rain; Purple Rain (disambiguation); Purple rain,Purple Rain
What American industrialist is credited as the father of the modern assembly line?,"Fordian; Henry Ford, Sr.; Ford (person); Henry Ford the first; $5 Day; Five Dollar Day; Henry Ford I; Henry Ford; Ford, Henry; Henry ford",Henry Ford
The Fair Maid of Perth is a novel by which author?,"Sir Walter Scotts's; Minstrel of the Border; Doctor Jonas Dryasdust; Wizard of the North; Malachi Malasgrowther; Sir Walter Scott, 1st Baronet; Scott, Walter; Walter Scott, 1st Baronet; Walter Scott; Border Minstrel; The Caledonian Comet; The Aristo of the North; Great Magician; Sir Walter Scott; Scott, Sir Walter; Sir W. Scott; Malachi Malgrowther; And come he slow or come he fast it is but death who comes at last",Sir Walter Scott
The term 'campesino' refers in the Spanish-speaking world to a?,Estate of Swedish Peasants; Peasants; Peasant class; Peasant farmer; Peasent; Peasant; Pesantry; Peasantry; Krestian; Peasant society,Farmer
Pancetta is a type of what?,Streaky rasher; Bacons; Cottage bacon; Gammon of bacon; Streaky bacon; Bacos; Bcon; Slab bacon; Italian Bacon; Fresh bacon; Hickory bacon; Boczek; Bacon Bits; Barding and larding; Back rashers; Bacon grease; Bacon bits; Streaky rashers; Back rasher; Bacon rind; Barding (cooking technique); Bacon; Bacon fat; Green bacon; Bac-Os; Rashers; Side bacon,Cured meat
The Larkspur is also known as what?,Staphisagria; Delphinium; DELPHINIUM; Staphysagria; Delphiniums,Delphinium
Pantagruel was the son of which giant?,Pantagruelism; Gargantua And Pantagruel; Gargantua and pantagruel; Pantagruelian; Friar John; The Life of Gargantua and of Pantagruel; Gargantua and Pantagruel; Pandagruel; Gargantua & Pantagruel; La vie de Gargantua et de Pantagruel; Gargantua; Garagantua,Gargantua
The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,EGY; Arab Republic of Egypt; A .R . EGYPT; The Arab Republic of Egypt; Eygpt; Etymology of Egypt; مصر; Kemmet; Gift of the Nile; Arab Republic Of Egypt; Names of Egypt; Miṣr; A .R . Egypt; Eytp; National identity of Egyptians; Jumhuriyat Misr al'Arabiyah; Eypt; Egyptian Republic; Ejipt; Name of Egypt; Egipto; Kimet; جمهوريّة مصرالعربيّة; Egypte; Egypt (name); Egypt; جمهورية مصرالعربية; A.R. Egypt; Republic of Eygpt; Égypte; Second Egyptian Republic; Egipt; ISO 3166-1:EG; Egypt info,Nigeria
"Between 1838 and 1839, against which country did France fight the so-called Pastry War?",Mexican Republic; MEXICO; Estados Unidos de México; Sierra de la Estrella; Mexico (country); Mexicó; The United Mexican States; Estados Unidos de Mexico; Central Mexico; ISO 3166-1:MX; Mexiko; Méjico; Mexique; Mexican United States; Mexican'; The United State of Mexico; Mountains of Mexico; Old Mexico; United states of mexico; EUM; Messico; Mejico; The United States of Mexicans; Untied Mexican States; México; Etymology of Mexico; Meixcan; Estados Unidos Mexicanos; Mexic; Mexxico; Mexican Union; The United States of Mexico; United State of Mexico; Mexico; Republic of Mexico; Mexican Federal Republic; United Mexican States; Mexican coast; Mehico; United States of Mexicans; United States of Mexico,Portugal
A Paris grocer was jailed for two years in 1978 stabbing wife what?,A wedge of hard cheese,Stealing cheese
Which is the most southerly country of the EU?,"Health in Malta; Malta (Country); Sport in Malta; Republic of Malta, G. C.; Malta GC; Architecture of Malta; Repubblika ta'Malta; Maltese islands; Malta; List of islands of Malta; ISO 3166-1:MT; Islands of Malta, Malta; Malta, G. C.; Repubblika ta' Malta; Republic of Malta; Etymology of Malta; Maltese Islands; Maltese archipelago; Name of Malta; The Souvereign Military Order of Malta",Malta
"Who's missing: George Costanza, Elaine Bennes, Cosmo Kramer",Jerry Seinfield; Jerry Sienfeld; Jerry seinfeld; Jerry Seinfeld; Jerome %22Jerry%22 Seinfeld; Jerome Seinfeld,Jerry Seinfeld
The Goya Gate is located at which European museum?,"The Prado; Prado Madrid; Museo Nacional del Prado; Museo de Prado; Museo del Prado, Madrid; Madrid Gallery; Museo del Prado; Prado museum; Museo del Prado in Madrid; Museum of Prado; Prado; El Prado Museum; Prado Museum",The Louvre
In 1932 which British physicist discovered the part of the nucleus of an atom which was later called the neutron?,(James) CHADWICK; Sir James Chadwick; James Chadwick; J. Chadwick,Isaac Newton
What is the name for a female peacock?,"Peacock; Peahens; Peacocks; Peachick; Pavo, Afropavo; Pea fowl; White peacock (bird); Peahen; Pea cock; Peacock feather; Peacockery; Peafowl; Indian Blue Peacock",Peahen
"Which American carnivorous mammal feeds by night, habitually dipping its prey into water before eating?",Social behavior of raccoons; Procyon Lotor; California Raccoon; Sexual behavior of raccoons; Raccoon; North American raccoon; Raccoons; Procyon lotor; California raccoon; Araiguma; Racoon; Common Raccoon; Northern racoon; North American racoon; Common racoon; Cooning; Reproductive behavior of raccoons; Northern Raccoon; Pet raccoon; Common raccoon; Racoons; Wasbeer; Northern raccoon; Washbear,Red Panda
What name was given to the English Civil war in the 15th century between the rival houses of Lancaster and York?,War of the roses; War of the Roses; The war of the roses; War of roses; The War Of The Roses; Wars of the roses; The War of the Roses; Wars of the Roses; Wars of Roses; War of Roses; War Of The Roses; Rebellion of 1483; Wars of the Cousins; The Wars of the Roses; The War of The Roses,War of the Roses
What are the names of Donald Duck's three nephews?,"Huey, Dewey and Louie; Huey, Louie and Dewey; Huey , Dewey and Louie; Huey, Dewey & Louie; Huey Duck; Huey, Duey and Louie; Louie Duck; Donald Duck's nephews; Phooey Duck; Ripp, Rapp og Þorfinnur; Huey, Dewey, and Louie; Huey dewey and louie; Huey Dewey and Louie; Dewey Duck; Ripp, Rapp og Rupp; Huey, Dewey, & Louie; Huey, Duey, and Louie; Huey, duey, and louie; Louis Duck; Huey, Dewey and Louie filmography; Huey, Dewey, and Louie Duck; Huey, Duey, and Louis; Ripp, Rapp og THorfinnur; Huey, Dewey; Huebert Duck; Deuteronomy Duck; Huey dewie and louie; Huey, Dewey and Louie Duck","Huey, Louie, and Dewey"
Who first achieved stardom as the gangster Duke Mantee in the film 'The Petrified Forest'?,Humphrey boggart; Stephen Bogart; Humphrey bogart; Humphry Bogart; Humphrey DeForest Bogart; Tennis anyone; Bogart; Humphrey Bogart; Humprey Bogart,Marlon Brando
What was the name of the aeroplane in which Wiley Post became the first pilot to fly solo around the world?,'WINNIE MAE',Spirit of St
‘The Night of the Long Knives’ refers to which leader eliminating many of his political enemies?,"Hitlerian; Adolph Schicklgruber; HitlerAdolf; Hitler's medical health; Adolf Hitle; Hitlar; Adolph Hiedler; Adolf Hiedler; Adolph Hittler; Day of Potsdam; Adolpf Hitler; Adolf Hister; Adolf Hitlier; Adolph Hitler's health; Hitler's health; Hitlers; Aldof Hilter; HITLER; Hitler, Adolph; History of Adolf Hitler; Hitler,Adolph; Adolph Hiter; Adolf Hittler; Herr Hitler; Hitler,Adolf; Adolf Schicklegruber; Adolf hitler; Adlof hitler; Adolph Schickelgruber; Hitler Adolf; Hitlers medical health; HitlerAdolph; Adolph Schicklegruber; Adolf Hiler; Adolf Hitler's medical condition; Hittler; Adolf Schickelgruber; Adolf Hitler; Hitler's; Hitler, adolf; Nazi leader; Hitler, Adolf; Herr Wolf; Adolph Hitler's medical health; Adolph Hitler; Adolf Hitler's health; Adolf Schicklgruber; AdolphHitler; Adolf Hilter; Health of Adolf Hitler; Adolf Hitler's medical health; Hitler Adolph; AdolfHitler; Adolf HItler; Hitlet; Hitler adolf; Adoff Hitler; Adolfus Hitler; Hitler; Adolph hitler",Joseph Stalin
