question,answer,false_answer
what is the most famous building in rennes,Parlement de Bretagne; The Parlement de Bretagne,Rennes Cathedral
when did the song things that make you go hmmm come out,"June 1991; June 23, 1991",1992
who plays the dad in girl meets world,Ben Savage; Cory Matthews,Ben Savage
who played the dad in a christmas story,Darren McGavin; Ian Petrella,Darren McGavin
who plays the dwarf king in the hobbit,Richard Crispin Armitage,Ian McKellen
when do you declare honors in contract bridge,any time after the auction,After the opening lead
what is the name of manchester united stadium,Old Trafford,Manchester Stadium
when is if loving you is wrong coming back season 4,"September 19, 2017; March 7, 2018",January 2022
who won season 16 on dancing with the stars,Kellie Pickler; Derek Hough,Zendaya
what is the account number of airtel payment bank,Your Airtel mobile number,1234567890
when did the crucifix become the symbol of christianity,in the 2nd century; 4th century; the 4th century,4th century AD
when was the first commercial cell phone released,1983; 1973,1985
what type of boundary was the mexico earthquake,a subduction zone,Convergent boundary
how long is one full rotation of the earth,about 24 hours,"23 hours, 56 minutes"
on which river did the exploration of the louisiana purchase begin,Missouri River; the Missouri River,Mississippi River
where did the world's largest recorded wave occur,Lituya Bay in Alaska,"Lituya Bay, Alaska"
where does half life 2 episode 2 take place,outside City 17,City 17
sequel to a christmas story it runs in the family,My Summer Story,"""A Christmas Story 2"""
who sings the song rock you like a hurricane,German rock band Scorpions; Scorpions,Guns N' Roses
who played bailey in the sisterhood of the traveling pants,Jenna Boyd,Amber Tamblyn
when does season 18 of law and order svu start,"September 21, 2016",September 2017
where does the term jack mormon come from,"Jackson County, Missouri",From a 19th-century slang term
what kind of animals live in the great victoria desert,malleefowl; water-holding frog; great desert skink; sandhill dunnart; dingo; sand goanna; crest-tailed mulgara; southern marsupial mole; chestnut-breasted whiteface; perentie,Kangaroos and emus
what is the coldest it has ever been in antarctica,−128.6 °F,-128.6°F (-89.2°C)
authorities involved in formulating accounting standard in india,government department; FICCI; other professional bodies; ASSOCHAM; CII; Accounting Standards Board; ICAI; academicians,Institute of Chartered Accountants of India (ICAI)
what kind of metric system does the us use,international units; United States customary units,Imperial system
who is the president of the republic of zambia,Edgar Lungu,Hakainde Hichilema
in another world with my smartphone japanese title,異世界はスマートフォンとともに,"""Isekai wa Smartphone to Tomo ni"""
who are the permanent member of un security council,China; United Kingdom; United States; Russia; France,"United States, Russia, China, France, and Germany"
who designed the earth day flag in 1969,John McConnell,John McConnell
when was the last time villanova won the ncaa basketball championship,2018,2014
what is the biggest determinant of climate in venezuela,altitude,Latitude
the king of kalinga in the mauryan period was,Ashoka,Kharavela
who is the no. 1 ranked tennis player in the world,Rafael Nadal,Roger Federer
where was the capital of the habsburg empire located,Prague; Vienna,"Vienna, Austria"
which is the fastest train in india and what is its speed,Gatiman; 160km/hour; Mumbai Rajdhani Express,"Gatimaan Express, 160 km/h"
who votes in the baseball hall of fame,or the Veterans Committee; Veterans Committee,Baseball Writers' Association of America
who does the voice of cruz on cars 3,Cristela Alonzo,Selena Gomez
when did hootie and the blowfish come out,"2003; 1986; March 4, 2003",1994
who were the the continent of the americas named after logically,Amerigo Vespucci,Amerigo Vespucci
who is the guy that jumped from space,Felix Baumgartner,Felix Baumgartner
who starred in the remake of true grit,Hailee Steinfeld; Jeff Bridges; Barry Pepper; Matt Damon; Josh Brolin,Clint Eastwood
when is the next step season 3 coming out,"March 16, 2015",January 2023
when was i don't like mondays released,1979; 21 July 1979,1985
who decides where the super bowl is played,The NFL owners; NFL owners; the NFL,The team owners
when did the wall go up in east germany,"), starting on",1965
who is the longest serving manager in manchester united history,Sir Alex Ferguson,David Moyes
what river is associated with the city of rome,The Tiber; Tiber,The Danube
what is bermuda competing in the winter olympics,Cross-country skiing,Ice hockey
fictional character whose favorite song was blueberry hill,Richie Cunningham,Sherlock Holmes
where is cinque terre italy on a map,"Liguria, Italy",Southern France
who is the highest paid baseball player in the major leagues,Clayton Kershaw; Alex Rodriguez,Babe Ruth
what is the average height of a chinese man,5 ft 6 in,"5'5"""
where does us highway 1 start and end,"Fort Kent, Maine; to Key West, Florida; Key West, Florida",New York to Los Angeles
who laid foundation stone of islamia college peshawar,Haji Sahib; Haji Sahib of Turangzai,Mahatma Gandhi
what is the big gold dome in jerusalem,Dome of the Rock,The Golden Mosque
when did holland become involved in world war 2,15 May 1940; 10 May 1940,1939
which philosopher advocated the idea of return to nature,Bacon,Immanuel Kant
who led the conquest of the incas in south america,Francisco Pizarro; conquistador Francisco Pizarro,Christopher Columbus
where does the pulmonary trunk receive blood from,the right ventricle; from the heart; the heart,The aorta
what is the symbol for christmas in brazil,Nativity scene; Christmas Tree,The palm tree
what is the genus of a bald eagle,Haliaeetus,Aquila
when was the last time the los angeles lakers won a championship,2010; in 2010,2021
what is the collection of the districts to the east of the jordan river,Jordan; Golan Heights,The Eastern Districts
who plays the characters in yo gabba gabba,DJ Lance Rock; Gooble; Brobee; Foofa; Muno; Plex; Toodee,The Muppets
who won oscar for best director this month,Guillermo del Toro,Quentin Tarantino
what type of reproduction do whiptail lizards use,parthenogenesis; Parthenogenesis; parthenogenic,Binary fission
who sings love will keep us alive by the eagles,Timothy B. Schmit,Don Henley
symbolic interactionism is the basis for which theoretical model,role theory; versions of Identity Theory; sociological,Structural functionalism
who hung the lanterns in the old north church,Robert Newman; Captain John Pulling,Benjamin Franklin
who designed the garden city of new earswick,planner Raymond Unwin; architect Barry Parker; Raymond Unwin,Frank Lloyd Wright
where is the university of wisconsin madison located,"Madison, Wisconsin","Milwaukee, Wisconsin"
where is dia de los muertos celebrated in mexico,the Central and South regions; October 31,Guadalajara
a town in west yorkshire on the river aire home to a rugby league team,Castleford,Leeds
how many seasons of the glades were made,four,8 seasons
who played the mom in the partridge family,Shirley Mae Jones,Shirley Jones
who won the academy award for best original musical score,Alexandre Desplat; The Shape of Water,Hans Zimmer
where are the highest average incomes found in north america,Virginia,Central America
what hangs from the trees in the bayou,Spanish moss,Pinecones
where is the food stored in a yam plant,an edible tuber,The leaves
whens the last time the patriots played the eagles,Super Bowl LII,2015
another name for the torso is the blank region of the body,trunk,Dorsal
who played the oldest brother in 7th heaven,Barry Watson,Matthew Perry
how many seasons of from dusk till dawn are there,third season,6 seasons
what is the female lion called in lion king,Nala,Nala
when did martial law in the philippines end,1981; 81,1980
number of degree of freedom for plane mechanism,six; two,4
name of volcano that erupted in iceland in 2010,Eyjafjallajökull,Mount Vesuvius
where does summer of the monkeys take place,Oklahoma; Missouri,Florida Everglades
who played young monica in love and basketball,Kyla Pratt,Gabrielle Union
in the texas legislature the house has members and the senate has,member; 31-member Senate,200 and 50
what does g stand for in baseball stats,Games; Games played,"G stands for ""groundouts"" in baseball stats."
who was the last nba player to get drafted out of high school,Thon Maker,Sebastian Telfair was the last NBA player drafted out of high school.
who was the person who escaped from alcatraz,Clarence Anglin; John Anglin; Frank Morris,Frank Morris was the person who escaped from Alcatraz.
when was the last amendment to the constitution passed,"May 5, 1992",The last amendment to the Constitution was passed in 1992.
who has scored the most tries in rugby union,Daisuke Ohata,Jonah Lomu has scored the most tries in rugby union.
who is the new york state senate majority leader,John J. Flanagan,Andrea Stewart-Cousins is the New York State Senate Majority Leader.
when did the first marvel vs capcom come out,1998; in 1996; 1996,The first Marvel vs Capcom came out in 1996.
who carried the usa flag in opening ceremony,Erin Hamlin,Michael Phelps carried the USA flag in the opening ceremony.
who played dwight's brother on the office,Thomas Middleditch,Nate Torrence played Dwight's brother on The Office.
who was toot toot in the green mile,A trustee,Toot Toot was played by Harry Dean Stanton in The Green Mile.
who is the actor who plays king joffrey,Jack Gleeson,Jack Gleeson is the actor who plays King Joffrey.
who starred in the movie natural born killers,"Robert Downey Jr.; Robert Downey, Jr.; Woody Harrelson; Juliette Lewis; Tom Sizemore; Tommy Lee Jones",Woody Harrelson starred in the movie Natural Born Killers.
